symbol;company_name;sector;industry;country
RGA;Reinsurance Group of America, I;Financial Services;Insurance - Reinsurance;United States of America
RGCO;RGC Resources Inc.;Utilities;Utilities - Regulated Gas;United States of America
RGEN;Repligen Corporation;Healthcare;Medical Instruments & Supplies;United States of America
RGLD;Royal Gold, Inc.;Basic Materials;Gold;United States of America
RGLS;Regulus Therapeutics Inc.;Healthcare;Biotechnology;United States of America
RGNX;REGENXBIO Inc.;Healthcare;Biotechnology;United States of America
RGP;Resources Connection, Inc.;Industrials;Consulting Services;United States of America
RGR;Sturm, Ruger & Company, Inc.;Industrials;Aerospace & Defense;United States of America
RGTI;Rigetti Computing, Inc.;Technology;Computer Hardware;United States of America
RH;RH;Consumer Cyclical;Specialty Retail;United States of America
RHI;Robert Half Inc.;Industrials;Staffing & Employment Services;United States of America
RHP;Ryman Hospitality Properties, I;Real Estate;REIT - Hotel & Motel;United States of America
RICK;RCI Hospitality Holdings, Inc.;Consumer Cyclical;Restaurants;United States of America
RIGL;Rigel Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
RILY;B. Riley Financial, Inc.;Financial Services;Financial Conglomerates;United States of America
RIOT;Riot Platforms, Inc.;Financial Services;Capital Markets;United States of America
RITM;Rithm Capital Corp.;Real Estate;REIT - Mortgage;United States of America
RIVN;Rivian Automotive, Inc.;Consumer Cyclical;Auto Manufacturers;United States of America
RJF;Raymond James Financial, Inc.;Financial Services;Asset Management;United States of America
RKLB;Rocket Lab USA, Inc.;Industrials;Aerospace & Defense;United States of America
RKT;Rocket Companies, Inc.;Financial Services;Mortgage Finance;United States of America
RL;Ralph Lauren Corporation;Consumer Cyclical;Apparel Manufacturing;United States of America
RLAY;Relay Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
RLGT;Radiant Logistics, Inc.;Industrials;Integrated Freight & Logistics;United States of America
RLI;RLI Corp.;Financial Services;Insurance - Property & Casualty;United States of America
RLJ;RLJ Lodging Trust;Real Estate;REIT - Hotel & Motel;United States of America
RM;Regional Management Corp.;Financial Services;Credit Services;United States of America
RMAX;RE/MAX Holdings, Inc.;Real Estate;Real Estate Services;United States of America
RMBL;RumbleOn, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
RMBS;Rambus, Inc.;Technology;Semiconductors;United States of America
RMD;ResMed Inc.;Healthcare;Medical Instruments & Supplies;United States of America
RMNI;Rimini Street, Inc.;Technology;Software - Application;United States of America
RMR;The RMR Group Inc.;Real Estate;Real Estate Services;United States of America
RNA;Avidity Biosciences, Inc.;Healthcare;Biotechnology;United States of America
RNAC;Cartesian Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
RNG;Ringcentral, Inc.;Technology;Software - Application;United States of America
RNGR;Ranger Energy Services, Inc.;Energy;Oil & Gas Equipment & Services;United States of America
RNST;Renasant Corporation;Financial Services;Banks - Regional;United States of America
ROAD;Construction Partners, Inc.;Industrials;Engineering & Construction;United States of America
ROCK;Gibraltar Industries, Inc.;Industrials;Building Products & Equipment;United States of America
ROG;Rogers Corporation;Technology;Electronic Components;United States of America
ROK;Rockwell Automation, Inc.;Industrials;Specialty Industrial Machinery;United States of America
ROKU;Roku, Inc.;Communication Services;Entertainment;United States of America
ROL;Rollins, Inc.;Consumer Cyclical;Personal Services;United States of America
ROOT;Root, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
ROP;Roper Technologies, Inc.;Technology;Software - Application;United States of America
ROST;Ross Stores, Inc.;Consumer Cyclical;Apparel Retail;United States of America
RPAY;Repay Holdings Corporation;Technology;Software - Infrastructure;United States of America
RPD;Rapid7, Inc.;Technology;Software - Infrastructure;United States of America
RPM;RPM International Inc.;Basic Materials;Specialty Chemicals;United States of America
RPRX;Royalty Pharma plc;Healthcare;Biotechnology;United States of America
RR;Richtech Robotics Inc.;Industrials;Specialty Industrial Machinery;United States of America
RRBI;Red River Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
RRC;Range Resources Corporation;Energy;Oil & Gas E&P;United States of America
RRR;Red Rock Resorts, Inc.;Consumer Cyclical;Resorts & Casinos;United States of America
RRX;Regal Rexnord Corporation;Industrials;Specialty Industrial Machinery;United States of America
RS;Reliance, Inc.;Basic Materials;Steel;United States of America
RSG;Republic Services, Inc.;Industrials;Waste Management;United States of America
RSI;Rush Street Interactive, Inc.;Consumer Cyclical;Gambling;United States of America
RSKD;Riskified Ltd.;Technology;Software - Application;United States of America
RSVR;Reservoir Media, Inc..;Communication Services;Entertainment;United States of America
RTX;RTX Corporation;Industrials;Aerospace & Defense;United States of America
RUM;Rumble Inc.;Communication Services;Internet Content & Information;United States of America
RUN;Sunrun Inc.;Technology;Solar;United States of America
RUSHA;Rush Enterprises, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
RUSHB;Rush Enterprises, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
RVLV;Revolve Group, Inc.;Consumer Cyclical;Internet Retail;United States of America
RVMD;Revolution Medicines, Inc.;Healthcare;Biotechnology;United States of America
RVTY;Revvity, Inc.;Healthcare;Diagnostics & Research;United States of America
RWT;Redwood Trust, Inc.;Real Estate;REIT - Mortgage;United States of America
RXO;RXO, Inc.;Industrials;Trucking;United States of America
RXRX;Recursion Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
RXST;RxSight, Inc.;Healthcare;Medical Devices;United States of America
RXT;Rackspace Technology, Inc.;Technology;Software - Infrastructure;United States of America
RYAM;Rayonier Advanced Materials Inc;Basic Materials;Chemicals;United States of America
RYAN;Ryan Specialty Holdings, Inc.;Financial Services;Insurance - Specialty;United States of America
RYI;Ryerson Holding Corporation;Industrials;Metal Fabrication;United States of America
RYN;Rayonier Inc. REIT;Real Estate;REIT - Specialty;United States of America
RYTM;Rhythm Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
S;SentinelOne, Inc.;Technology;Software - Infrastructure;United States of America
SABR;Sabre Corporation;Technology;Software - Infrastructure;United States of America
SAFE;Safehold Inc. New;Real Estate;REIT - Diversified;United States of America
SAFT;Safety Insurance Group, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
SAGE;Sage Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
SAH;Sonic Automotive, Inc.;Consumer Cyclical;Auto & Truck Dealerships;United States of America
SAIA;Saia, Inc.;Industrials;Trucking;United States of America
SAIC;Science Applications Internatio;Technology;Information Technology Services;United States of America
SAIL;SailPoint, Inc.;Technology;Software - Infrastructure;United States of America
SAM;Boston Beer Company, Inc. (The);Consumer Defensive;Beverages - Brewers;United States of America
SAMG;Silvercrest Asset Management Gr;Financial Services;Asset Management;United States of America
SANA;Sana Biotechnology, Inc.;Healthcare;Biotechnology;United States of America
SANM;Sanmina Corporation;Technology;Electronic Components;United States of America
SARO;StandardAero, Inc.;Industrials;Aerospace & Defense;United States of America
SASR;Sandy Spring Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
SATS;EchoStar Corporation;Technology;Communication Equipment;United States of America
SAVA;Cassava Sciences, Inc.;Healthcare;Biotechnology;United States of America
SBAC;SBA Communications Corporation;Real Estate;REIT - Specialty;United States of America
SBCF;Seacoast Banking Corporation of;Financial Services;Banks - Regional;United States of America
SBGI;Sinclair, Inc.;Communication Services;Broadcasting;United States of America
SBH;Sally Beauty Holdings, Inc. (Na;Consumer Cyclical;Specialty Retail;United States of America
SBRA;Sabra Health Care REIT, Inc.;Real Estate;REIT - Healthcare Facilities;United States of America
SBSI;Southside Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
SBT;Sterling Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
SBUX;Starbucks Corporation;Consumer Cyclical;Restaurants;United States of America
SCCO;Southern Copper Corporation;Basic Materials;Copper;United States of America
SCHL;Scholastic Corporation;Communication Services;Publishing;United States of America
SCHW;Charles Schwab Corporation (The;Financial Services;Capital Markets;United States of America
SCI;Service Corporation Internation;Consumer Cyclical;Personal Services;United States of America
SCL;Stepan Company;Basic Materials;Specialty Chemicals;United States of America
SCPH;scPharmaceuticals Inc.;Healthcare;Biotechnology;United States of America
SCS;Steelcase Inc.;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
SCSC;ScanSource, Inc.;Technology;Electronics & Computer Distribution;United States of America
SCVL;Shoe Carnival, Inc.;Consumer Cyclical;Apparel Retail;United States of America
SD;SandRidge Energy, Inc.;Energy;Oil & Gas E&P;United States of America
SDGR;Schrodinger, Inc.;Healthcare;Health Information Services;United States of America
SEAT;Vivid Seats Inc.;Communication Services;Internet Content & Information;United States of America
SEB;Seaboard Corporation;Industrials;Conglomerates;United States of America
SEE;Sealed Air Corporation;Consumer Cyclical;Packaging & Containers;United States of America
SEG;Seaport Entertainment Group Inc;Real Estate;Real Estate Services;United States of America
SEI;Solaris Energy Infrastructure, ;Energy;Oil & Gas Equipment & Services;United States of America
SEIC;SEI Investments Company;Financial Services;Asset Management;United States of America
SEM;Select Medical Holdings Corpora;Healthcare;Medical Care Facilities;United States of America
SEMR;SEMrush Holdings, Inc.;Technology;Software - Application;United States of America
SENEA;Seneca Foods Corp.;Consumer Defensive;Packaged Foods;United States of America
SENS;Senseonics Holdings, Inc.;Healthcare;Medical Devices;United States of America
SEPN;Septerna, Inc.;Healthcare;Biotechnology;United States of America
SERA;Sera Prognostics, Inc.;Healthcare;Medical Devices;United States of America
SES;SES AI Corporation;Consumer Cyclical;Auto Parts;United States of America
SEVN;Seven Hills Realty Trust;Real Estate;REIT - Mortgage;United States of America
SEZL;Sezzle Inc.;Financial Services;Credit Services;United States of America
SF;Stifel Financial Corporation;Financial Services;Capital Markets;United States of America
SFBS;ServisFirst Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
SFD;Smithfield Foods, Inc.;Consumer Defensive;Farm Products;United States of America
SFIX;Stitch Fix, Inc.;Consumer Cyclical;Apparel Retail;United States of America
SFM;Sprouts Farmers Market, Inc.;Consumer Defensive;Grocery Stores;United States of America
SFNC;Simmons First National Corporat;Financial Services;Banks - Regional;United States of America
SFST;Southern First Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
SG;Sweetgreen, Inc.;Consumer Cyclical;Restaurants;United States of America
SGC;Superior Group of Companies, In;Consumer Cyclical;Apparel Manufacturing;United States of America
SGHT;Sight Sciences, Inc.;Healthcare;Medical Devices;United States of America
SGI;Somnigroup International Inc.;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
SGMO;Sangamo Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
SGRY;Surgery Partners, Inc.;Healthcare;Medical Care Facilities;United States of America
SHAK;Shake Shack, Inc.;Consumer Cyclical;Restaurants;United States of America
SHBI;Shore Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
SHC;Sotera Health Company;Healthcare;Diagnostics & Research;United States of America
SHEN;Shenandoah Telecommunications C;Communication Services;Telecom Services;United States of America
SHLS;Shoals Technologies Group, Inc.;Technology;Solar;United States of America
SHO;Sunstone Hotel Investors, Inc. ;Real Estate;REIT - Hotel & Motel;United States of America
SHOO;Steven Madden, Ltd.;Consumer Cyclical;Footwear & Accessories;United States of America
SHW;Sherwin-Williams Company (The);Basic Materials;Specialty Chemicals;United States of America
SHYF;The Shyft Group, Inc.;Industrials;Farm & Heavy Construction Machinery;United States of America
SIBN;SI-BONE, Inc.;Healthcare;Medical Devices;United States of America
SIGA;SIGA Technologies Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
SIGI;Selective Insurance Group, Inc.;Financial Services;Insurance - Property & Casualty;United States of America
SILA;Sila Realty Trust, Inc.;Real Estate;REIT - Healthcare Facilities;United States of America
SIRI;SiriusXM Holdings Inc.;Communication Services;Entertainment;United States of America
SITC;SITE Centers Corp.;Real Estate;REIT - Retail;United States of America
SITE;SiteOne Landscape Supply, Inc.;Industrials;Industrial Distribution;United States of America
SITM;SiTime Corporation;Technology;Semiconductors;United States of America
SJM;The J.M. Smucker Company;Consumer Defensive;Packaged Foods;United States of America
SJW;SJW Group;Utilities;Utilities - Regulated Water;United States of America
SKIN;The Beauty Health Company;Consumer Defensive;Household & Personal Products;United States of America
SKT;Tanger Inc.;Real Estate;REIT - Retail;United States of America
SKWD;Skyward Specialty Insurance Gro;Financial Services;Insurance - Property & Casualty;United States of America
SKX;Skechers U.S.A., Inc.;Consumer Cyclical;Footwear & Accessories;United States of America
SKY;Champion Homes, Inc.;Consumer Cyclical;Residential Construction;United States of America
SKYH;Sky Harbour Group Corporation;Industrials;Aerospace & Defense;United States of America
SKYT;SkyWater Technology, Inc.;Technology;Semiconductors;United States of America
SKYW;SkyWest, Inc.;Industrials;Airlines;United States of America
SLAB;Silicon Laboratories, Inc.;Technology;Semiconductors;United States of America
SLB;Schlumberger N.V.;Energy;Oil & Gas Equipment & Services;United States of America
SLDB;Solid Biosciences Inc.;Healthcare;Biotechnology;United States of America
SLDP;Solid Power, Inc.;Consumer Cyclical;Auto Parts;United States of America
SLG;SL Green Realty Corp;Real Estate;REIT - Office;United States of America
SLGN;Silgan Holdings Inc.;Consumer Cyclical;Packaging & Containers;United States of America
SLM;SLM Corporation;Financial Services;Credit Services;United States of America
SLNO;Soleno Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
SLP;Simulations Plus, Inc.;Healthcare;Health Information Services;United States of America
SLQT;SelectQuote, Inc.;Financial Services;Insurance Brokers;United States of America
SLRN;ACELYRIN, INC.;Healthcare;Biotechnology;United States of America
SLVM;Sylvamo Corporation;Basic Materials;Paper & Paper Products;United States of America
SM;SM Energy Company;Energy;Oil & Gas E&P;United States of America
SMBC;Southern Missouri Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
SMBK;SmartFinancial, Inc.;Financial Services;Banks - Regional;United States of America
SMCI;Super Micro Computer, Inc.;Technology;Computer Hardware;United States of America
SMG;Scotts Miracle-Gro Company (The;Basic Materials;Agricultural Inputs;United States of America
SMHI;SEACOR Marine Holdings Inc.;Industrials;Marine Shipping;United States of America
SMID;Smith-Midland Corporation;Basic Materials;Building Materials;United States of America
SMLR;Semler Scientific, Inc.;Healthcare;Medical Devices;United States of America
SMMT;Summit Therapeutics Inc.;Healthcare;Biotechnology;United States of America
SMP;Standard Motor Products, Inc.;Consumer Cyclical;Auto Parts;United States of America
SMPL;The Simply Good Foods Company;Consumer Defensive;Packaged Foods;United States of America
SMR;NuScale Power Corporation;Industrials;Specialty Industrial Machinery;United States of America
SMRT;SmartRent, Inc.;Technology;Software - Application;United States of America
SMTC;Semtech Corporation;Technology;Semiconductors;United States of America
SMTI;Sanara MedTech Inc.;Healthcare;Medical Instruments & Supplies;United States of America
SN;SharkNinja, Inc.;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
SNA;Snap-On Incorporated;Industrials;Tools & Accessories;United States of America
SNAP;Snap Inc.;Communication Services;Internet Content & Information;United States of America
SNBR;Sleep Number Corporation;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
SNCY;Sun Country Airlines Holdings, ;Industrials;Airlines;United States of America
SNDR;Schneider National, Inc.;Industrials;Trucking;United States of America
SNDX;Syndax Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
SNEX;StoneX Group Inc.;Financial Services;Capital Markets;United States of America
SNOW;Snowflake Inc.;Technology;Software - Application;United States of America
SNPS;Synopsys, Inc.;Technology;Software - Infrastructure;United States of America
SNV;Synovus Financial Corp.;Financial Services;Banks - Regional;United States of America
SNX;TD SYNNEX Corporation;Technology;Electronics & Computer Distribution;United States of America
SO;Southern Company (The);Utilities;Utilities - Regulated Electric;United States of America
SOC;Sable Offshore Corp.;Energy;Oil & Gas Drilling;United States of America
SOFI;SoFi Technologies, Inc.;Financial Services;Credit Services;United States of America
SOLV;Solventum Corporation;Healthcare;Medical Instruments & Supplies;United States of America
SON;Sonoco Products Company;Consumer Cyclical;Packaging & Containers;United States of America
SONO;Sonos, Inc.;Technology;Consumer Electronics;United States of America
SOUN;SoundHound AI, Inc.;Technology;Software - Application;United States of America
SPB;Spectrum Brands Holdings, Inc.;Consumer Defensive;Household & Personal Products;United States of America
SPCE;Virgin Galactic Holdings, Inc.;Industrials;Aerospace & Defense;United States of America
SPFI;South Plains Financial, Inc.;Financial Services;Banks - Regional;United States of America
SPG;Simon Property Group, Inc.;Real Estate;REIT - Retail;United States of America
SPGI;S&P Global Inc.;Financial Services;Financial Data & Stock Exchanges;United States of America
SPH;Suburban Propane Partners, L.P.;Utilities;Utilities - Regulated Gas;United States of America
SPHR;Sphere Entertainment Co.;Communication Services;Entertainment;United States of America
SPIR;Spire Global, Inc.;Industrials;Specialty Business Services;United States of America
SPOK;Spok Holdings, Inc.;Healthcare;Health Information Services;United States of America
SPR;Spirit Aerosystems Holdings, In;Industrials;Aerospace & Defense;United States of America
SPRY;ARS Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
SPSC;SPS Commerce, Inc.;Technology;Software - Application;United States of America
SPT;Sprout Social, Inc;Technology;Software - Application;United States of America
SPTN;SpartanNash Company;Consumer Defensive;Food Distribution;United States of America
SPXC;SPX Technologies, Inc.;Industrials;Building Products & Equipment;United States of America
SR;Spire Inc.;Utilities;Utilities - Regulated Gas;United States of America
SRCE;1st Source Corporation;Financial Services;Banks - Regional;United States of America
SRDX;Surmodics, Inc.;Healthcare;Medical Devices;United States of America
SRE;DBA Sempra;Utilities;Utilities - Diversified;United States of America
SRG;Seritage Growth Properties;Real Estate;Real Estate Services;United States of America
SRI;Stoneridge, Inc.;Consumer Cyclical;Auto Parts;United States of America
SRPT;Sarepta Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
SRRK;Scholar Rock Holding Corporatio;Healthcare;Biotechnology;United States of America
SSB;SouthState Corporation;Financial Services;Banks - Regional;United States of America
SSBK;Southern States Bancshares, Inc;Financial Services;Banks - Regional;United States of America
SSD;Simpson Manufacturing Company, ;Basic Materials;Lumber & Wood Production;United States of America
SSNC;SS&C Technologies Holdings, Inc;Technology;Software - Application;United States of America
SSP;E.W. Scripps Company (The);Communication Services;Broadcasting;United States of America
SSRM;SSR Mining Inc.;Basic Materials;Gold;United States of America
SSTI;SoundThinking, Inc.;Technology;Software - Application;United States of America
SSTK;Shutterstock, Inc.;Communication Services;Internet Content & Information;United States of America
ST;Sensata Technologies Holding pl;Technology;Scientific & Technical Instruments;United States of America
STAA;STAAR Surgical Company;Healthcare;Medical Instruments & Supplies;United States of America
STAG;Stag Industrial, Inc.;Real Estate;REIT - Industrial;United States of America
STBA;S&T Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
STC;Stewart Information Services Co;Financial Services;Insurance - Property & Casualty;United States of America
STE;STERIS plc (Ireland);Healthcare;Medical Devices;United States of America
STEL;Stellar Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
STEM;Stem, Inc.;Utilities;Utilities - Renewable;United States of America
STEP;StepStone Group Inc.;Financial Services;Asset Management;United States of America
STGW;Stagwell Inc.;Communication Services;Advertising Agencies;United States of America
STHO;Star Holdings - Shares of Benef;Real Estate;Real Estate Services;United States of America
STKS;The ONE Group Hospitality, Inc.;Consumer Cyclical;Restaurants;United States of America
STLD;Steel Dynamics, Inc.;Basic Materials;Steel;United States of America
STOK;Stoke Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
STR;Sitio Royalties Corp.;Energy;Oil & Gas E&P;United States of America
STRA;Strategic Education, Inc.;Consumer Defensive;Education & Training Services;United States of America
STRL;Sterling Infrastructure, Inc.;Industrials;Engineering & Construction;United States of America
STRO;Sutro Biopharma, Inc.;Healthcare;Biotechnology;United States of America
STRS;Stratus Properties Inc.;Real Estate;Real Estate - Diversified;United States of America
STRT;STRATTEC SECURITY CORPORATION;Consumer Cyclical;Auto Parts;United States of America
STRW;Strawberry Fields REIT, Inc.;Real Estate;REIT - Healthcare Facilities;United States of America
STT;State Street Corporation;Financial Services;Asset Management;United States of America
STWD;STARWOOD PROPERTY TRUST, INC. S;Real Estate;REIT - Mortgage;United States of America
STXS;Stereotaxis, Inc.;Healthcare;Medical Instruments & Supplies;United States of America
STZ;Constellation Brands, Inc.;Consumer Defensive;Beverages - Brewers;United States of America
SUI;Sun Communities, Inc.;Real Estate;REIT - Residential;United States of America
SUN;Sunoco LP;Energy;Oil & Gas Refining & Marketing;United States of America
SUNS;Sunrise Realty Trust, Inc.;Real Estate;REIT - Mortgage;United States of America
SUPN;Supernus Pharmaceuticals, Inc.;Healthcare;Drug Manufacturers - Specialty & Generic;United States of America
SVC;Service Properties Trust - Shar;Real Estate;REIT - Hotel & Motel;United States of America
SVRA;Savara, Inc.;Healthcare;Biotechnology;United States of America
SVV;Savers Value Village, Inc.;Consumer Cyclical;Specialty Retail;United States of America
SWBI;Smith & Wesson Brands, Inc.;Industrials;Aerospace & Defense;United States of America
SWI;SolarWinds Corporation;Technology;Software - Infrastructure;United States of America
SWIM;Latham Group, Inc.;Industrials;Building Products & Equipment;United States of America
SWK;Stanley Black & Decker, Inc.;Industrials;Tools & Accessories;United States of America
SWKS;Skyworks Solutions, Inc.;Technology;Semiconductors;United States of America
SWTX;SpringWorks Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
SWX;Southwest Gas Holdings, Inc.;Utilities;Utilities - Regulated Gas;United States of America
SXC;SunCoke Energy, Inc.;Basic Materials;Coking Coal;United States of America
SXI;Standex International Corporati;Industrials;Specialty Industrial Machinery;United States of America
SXT;Sensient Technologies Corporati;Basic Materials;Specialty Chemicals;United States of America
SYBT;Stock Yards Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
SYF;Synchrony Financial;Financial Services;Credit Services;United States of America
SYK;Stryker Corporation;Healthcare;Medical Devices;United States of America
SYM;Symbotic Inc.;Industrials;Specialty Industrial Machinery;United States of America
SYNA;Synaptics Incorporated;Technology;Semiconductors;United States of America
SYRE;Spyre Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
SYY;Sysco Corporation;Consumer Defensive;Food Distribution;United States of America
T;AT&T Inc.;Communication Services;Telecom Services;United States of America
TALK;Talkspace, Inc.;Healthcare;Health Information Services;United States of America
TALO;Talos Energy, Inc.;Energy;Oil & Gas E&P;United States of America
TAP;Molson Coors Beverage Company;Consumer Defensive;Beverages - Brewers;United States of America
TARS;Tarsus Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
TAYD;Taylor Devices, Inc.;Industrials;Specialty Industrial Machinery;United States of America
TBBK;The Bancorp, Inc.;Financial Services;Banks - Regional;United States of America
TBCH;Turtle Beach Corporation;Technology;Consumer Electronics;United States of America
TBI;TrueBlue, Inc.;Industrials;Staffing & Employment Services;United States of America
TBPH;Theravance Biopharma, Inc.;Healthcare;Biotechnology;United States of America
TBRG;TruBridge, Inc.;Healthcare;Health Information Services;United States of America
TCBI;Texas Capital Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
TCBK;TriCo Bancshares;Financial Services;Banks - Regional;United States of America
TCBX;Third Coast Bancshares, Inc.;Financial Services;Banks - Regional;United States of America
TCMD;Tactile Systems Technology, Inc;Healthcare;Medical Devices;United States of America
TDC;Teradata Corporation;Technology;Software - Infrastructure;United States of America
TDG;Transdigm Group Incorporated;Industrials;Aerospace & Defense;United States of America
TDOC;Teladoc Health, Inc.;Healthcare;Health Information Services;United States of America
TDS;Telephone and Data Systems, Inc;Communication Services;Telecom Services;United States of America
TDUP;ThredUp Inc.;Consumer Cyclical;Internet Retail;United States of America
TDW;Tidewater Inc.;Energy;Oil & Gas Equipment & Services;United States of America
TDY;Teledyne Technologies Incorpora;Technology;Scientific & Technical Instruments;United States of America
TE;T1 Energy Inc.;Industrials;Electrical Equipment & Parts;United States of America
TECH;Bio-Techne Corp;Healthcare;Biotechnology;United States of America
TEM;Tempus AI, Inc.;Healthcare;Health Information Services;United States of America
TENB;Tenable Holdings, Inc.;Technology;Software - Infrastructure;United States of America
TER;Teradyne, Inc.;Technology;Semiconductor Equipment & Materials;United States of America
TERN;Terns Pharmaceuticals, Inc.;Healthcare;Biotechnology;United States of America
TEX;Terex Corporation;Industrials;Farm & Heavy Construction Machinery;United States of America
TFC;Truist Financial Corporation;Financial Services;Banks - Regional;United States of America
TFIN;Triumph Financial, Inc.;Financial Services;Banks - Regional;United States of America
TFSL;TFS Financial Corporation;Financial Services;Banks - Regional;United States of America
TFX;Teleflex Incorporated;Healthcare;Medical Instruments & Supplies;United States of America
TG;Tredegar Corporation;Industrials;Metal Fabrication;United States of America
TGI;Triumph Group, Inc.;Industrials;Aerospace & Defense;United States of America
TGNA;TEGNA Inc;Communication Services;Broadcasting;United States of America
TGT;Target Corporation;Consumer Defensive;Discount Stores;United States of America
TGTX;TG Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
TH;Target Hospitality Corp.;Industrials;Specialty Business Services;United States of America
THC;Tenet Healthcare Corporation;Healthcare;Medical Care Facilities;United States of America
THFF;First Financial Corporation;Financial Services;Banks - Regional;United States of America
THG;Hanover Insurance Group Inc;Financial Services;Insurance - Property & Casualty;United States of America
THO;Thor Industries, Inc.;Consumer Cyclical;Recreational Vehicles;United States of America
THR;Thermon Group Holdings, Inc.;Industrials;Specialty Industrial Machinery;United States of America
THRD;Third Harmonic Bio, Inc.;Healthcare;Biotechnology;United States of America
THRM;Gentherm Inc;Consumer Cyclical;Auto Parts;United States of America
THRY;Thryv Holdings, Inc.;Communication Services;Internet Content & Information;United States of America
THS;Treehouse Foods, Inc.;Consumer Defensive;Packaged Foods;United States of America
TILE;Interface, Inc.;Consumer Cyclical;Furnishings, Fixtures & Appliances;United States of America
TIPT;Tiptree Inc.;Financial Services;Insurance - Specialty;United States of America
TITN;Titan Machinery Inc.;Industrials;Industrial Distribution;United States of America
TJX;TJX Companies, Inc. (The);Consumer Cyclical;Apparel Retail;United States of America
TKO;TKO Group Holdings, Inc.;Communication Services;Entertainment;United States of America
TKR;Timken Company (The);Industrials;Tools & Accessories;United States of America
TLN;Talen Energy Corporation;Utilities;Utilities - Independent Power Producers;United States of America
TLS;Telos Corporation;Technology;Software - Infrastructure;United States of America
TLYS;Tilly's, Inc.;Consumer Cyclical;Apparel Retail;United States of America
TMCI;Treace Medical Concepts, Inc.;Healthcare;Medical Devices;United States of America
TMDX;TransMedics Group, Inc.;Healthcare;Medical Devices;United States of America
TMHC;Taylor Morrison Home Corporatio;Consumer Cyclical;Residential Construction;United States of America
TMO;Thermo Fisher Scientific Inc;Healthcare;Diagnostics & Research;United States of America
TMP;Tompkins Financial Corporation;Financial Services;Banks - Regional;United States of America
TMUS;T-Mobile US, Inc.;Communication Services;Telecom Services;United States of America
TNC;Tennant Company;Industrials;Specialty Industrial Machinery;United States of America
TNDM;Tandem Diabetes Care, Inc.;Healthcare;Medical Devices;United States of America
TNET;TriNet Group, Inc.;Industrials;Staffing & Employment Services;United States of America
TNGX;Tango Therapeutics, Inc.;Healthcare;Biotechnology;United States of America
TNL;Travel   Leisure Co.;Consumer Cyclical;Travel Services;United States of America
TOL;Toll Brothers, Inc.;Consumer Cyclical;Residential Construction;United States of America
TOST;Toast, Inc.;Technology;Software - Infrastructure;United States of America
TOWN;Towne Bank;Financial Services;Banks - Regional;United States of America
TPB;Turning Point Brands, Inc.;Consumer Defensive;Tobacco;United States of America
TPC;Tutor Perini Corporation;Industrials;Engineering & Construction;United States of America
TPG;TPG Inc.;Financial Services;Asset Management;United States of America
TPH;Tri Pointe Homes, Inc.;Consumer Cyclical;Residential Construction;United States of America
TPL;Texas Pacific Land Corporation;Energy;Oil & Gas E&P;United States of America
TPR;Tapestry, Inc.;Consumer Cyclical;Luxury Goods;United States of America
TR;Tootsie Roll Industries, Inc.;Consumer Defensive;Confectioners;United States of America
TRAK;ReposiTrak, Inc.;Technology;Software - Application;United States of America
TRC;Tejon Ranch Co;Industrials;Conglomerates;United States of America
